offer_id,driver_id,passenger_id,request_id,driver_x,driver_y,passenger_x,passenger_y,driver_type,passenger_preference,distance_to_pickup_km,estimated_wait_time_min,driver_rating,trip_distance_km,surge_multiplier,traffic_multiplier,offered_price,score,max_wait_time_min,driver_availability,eligible_offer,offer_rank_for_passenger,recommendation_flag
O1831,D031,P037,R037,81,33,60,66,economical,premium,39.12,83.9,4,4.8,1.19,1.13,29.63,23.67,8,available,No,,Filtered out
O1832,D032,P037,R037,4,47,60,66,balanced,premium,59.14,168.1,4.5,4.8,1.19,1.13,59.91,49.34,8,available,No,,Filtered out
O1833,D033,P037,R037,26,87,60,66,balanced,premium,39.96,94.4,4.3,4.8,1.19,1.13,46.46,30.67,8,unavailable,No,,Filtered out
O1834,D034,P037,R037,20,22,60,66,balanced,premium,59.46,135.4,4.6,4.8,1.19,1.13,62.4,43.5,8,available,No,,Filtered out
O1835,D035,P037,R037,89,13,60,66,economical,premium,60.42,147.3,4.2,4.8,1.19,1.13,49.44,42.19,8,available,No,,Filtered out
O1836,D036,P037,R037,84,24,60,66,premium,premium,48.37,100.4,4.7,4.8,1.19,1.13,70.44,38.86,8,available,No,,Filtered out
O1837,D037,P037,R037,42,3,60,66,economical,premium,65.52,171.9,4.7,4.8,1.19,1.13,50.96,47.32,8,available,No,,Filtered out
O1838,D038,P037,R037,55,77,60,66,premium,premium,12.08,28.3,4.8,4.8,1.19,1.13,31.47,12.7,8,available,No,,Filtered out
O1839,D039,P037,R037,92,94,60,66,economical,premium,42.52,132,4.1,4.8,1.19,1.13,38.83,36,8,available,No,,Filtered out
O1840,D040,P037,R037,38,64,60,66,balanced,premium,22.09,45.1,4.3,4.8,1.19,1.13,31.4,16.29,8,available,No,,Filtered out
O1841,D041,P037,R037,22,78,60,66,balanced,premium,39.85,85.4,4.6,4.8,1.19,1.13,46.34,28.68,8,available,No,,Filtered out
O1842,D042,P037,R037,56,56,60,66,economical,premium,10.77,29.1,4,4.8,1.19,1.13,18.27,9.3,8,available,No,,Filtered out
O1843,D043,P037,R037,11,96,60,66,economical,premium,57.45,163.3,4.6,4.8,1.19,1.13,44.57,43.73,8,available,No,,Filtered out
O1844,D044,P037,R037,58,53,60,66,balanced,premium,13.15,38.1,4.4,4.8,1.19,1.13,25.11,12.95,8,available,No,,Filtered out
O1845,D045,P037,R037,98,13,60,66,balanced,premium,65.22,148.4,4.5,4.8,1.19,1.13,55.13,43.97,8,available,No,,Filtered out
O1846,D046,P037,R037,59,85,60,66,economical,premium,19.03,45.5,4.5,4.8,1.19,1.13,23.59,13.93,8,available,No,,Filtered out
O1847,D047,P037,R037,70,57,60,66,premium,premium,13.45,28.6,5,4.8,1.19,1.13,34.47,13.56,8,available,No,,Filtered out
O1848,D048,P037,R037,30,35,60,66,balanced,premium,43.14,109.3,4.4,4.8,1.19,1.13,47.64,33.95,8,available,No,,Filtered out
O1849,D049,P037,R037,19,90,60,66,economical,premium,47.51,120.3,4.2,4.8,1.19,1.13,33.43,31.99,8,available,No,,Filtered out
O1850,D050,P037,R037,89,2,60,66,economical,premium,70.26,171.1,4.4,4.8,1.19,1.13,49.16,46.77,8,available,No,,Filtered out
O1851,D001,P038,R038,75,54,11,60,balanced,premium,64.28,168.1,4.4,13.2,1.56,1.17,83.21,56.38,7,available,No,,Filtered out
O1852,D002,P038,R038,57,75,11,60,economical,premium,48.38,155.4,4.4,13.2,1.56,1.17,58.26,46.36,7,available,No,,Filtered out
O1853,D003,P038,R038,13,11,11,60,premium,premium,49.04,94,4.9,13.2,1.56,1.17,90.4,43.47,7,available,No,,Filtered out
O1854,D004,P038,R038,70,37,11,60,economical,premium,63.32,203,4.4,13.2,1.56,1.17,70.35,59.51,7,available,No,,Filtered out
O1855,D005,P038,R038,29,12,11,60,balanced,premium,51.26,103.8,4.6,13.2,1.56,1.17,78.53,42.02,7,unavailable,No,,Filtered out
O1856,D006,P038,R038,9,77,11,60,economical,premium,17.12,45.5,4.3,13.2,1.56,1.17,40.36,19.06,7,available,No,,Filtered out
O1857,D007,P038,R038,41,98,11,60,economical,premium,48.41,122.4,4.1,13.2,1.56,1.17,60.23,40.5,7,available,No,,Filtered out
O1858,D008,P038,R038,27,83,11,60,economical,premium,28.02,76.7,4.2,13.2,1.56,1.17,46.11,27.07,7,available,No,,Filtered out
O1859,D009,P038,R038,54,74,11,60,economical,premium,45.22,123.1,4.3,13.2,1.56,1.17,56.51,39.42,7,available,No,,Filtered out
O1860,D010,P038,R038,87,54,11,60,economical,premium,76.24,185.6,4.1,13.2,1.56,1.17,63.46,54.11,7,available,No,,Filtered out
O1861,D011,P038,R038,14,87,11,60,economical,premium,27.17,64.6,4.7,13.2,1.56,1.17,46.58,24.54,7,available,No,,Filtered out
O1862,D012,P038,R038,33,64,11,60,balanced,premium,22.36,57.1,4.5,13.2,1.56,1.17,56.34,26.07,7,available,No,,Filtered out
O1863,D013,P038,R038,99,67,11,60,balanced,premium,88.28,183.3,4.6,13.2,1.56,1.17,94.91,62.83,7,available,No,,Filtered out
O1864,D014,P038,R038,72,10,11,60,balanced,premium,78.87,191.9,4.4,13.2,1.56,1.17,92.46,63.92,7,available,No,,Filtered out
O1865,D015,P038,R038,33,67,11,60,balanced,premium,23.09,51.7,4.8,13.2,1.56,1.17,52.87,23.8,7,available,No,,Filtered out
O1866,D016,P038,R038,47,56,11,60,balanced,premium,36.22,73.6,4.6,13.2,1.56,1.17,63.68,31.52,7,available,No,,Filtered out
O1867,D017,P038,R038,80,7,11,60,balanced,premium,87.01,255.5,4.3,13.2,1.56,1.17,91.93,76.53,7,available,No,,Filtered out
O1868,D018,P038,R038,73,73,11,60,economical,premium,63.35,149.2,4.2,13.2,1.56,1.17,60.22,45.81,7,available,No,,Filtered out
O1869,D019,P038,R038,93,6,11,60,economical,premium,98.18,300.7,4.3,13.2,1.56,1.17,80.77,82.22,7,available,No,,Filtered out
O1870,D020,P038,R038,57,17,11,60,balanced,premium,62.97,127.3,4.3,13.2,1.56,1.17,81.84,47.86,7,available,No,,Filtered out
O1871,D021,P038,R038,69,1,11,60,economical,premium,82.73,253.5,4.6,13.2,1.56,1.17,77.31,71.59,7,available,No,,Filtered out
O1872,D022,P038,R038,0,49,11,60,premium,premium,15.56,34.1,4.7,13.2,1.56,1.17,71.52,25.93,7,available,No,,Filtered out
O1873,D023,P038,R038,19,24,11,60,premium,premium,36.88,71,4.7,13.2,1.56,1.17,90.64,39.04,7,available,No,,Filtered out
O1874,D024,P038,R038,67,20,11,60,economical,premium,68.82,220.6,4.5,13.2,1.56,1.17,65.16,61.42,7,available,No,,Filtered out
O1875,D025,P038,R038,72,31,11,60,premium,premium,67.54,136.5,4.7,13.2,1.56,1.17,113.02,58.86,7,unavailable,No,,Filtered out
O1876,D026,P038,R038,40,30,11,60,balanced,premium,41.73,89.8,4.5,13.2,1.56,1.17,64.49,35.06,7,available,No,,Filtered out
O1877,D027,P038,R038,72,12,11,60,economical,premium,77.62,202.8,4.2,13.2,1.56,1.17,66.5,58.41,7,available,No,,Filtered out
O1878,D028,P038,R038,69,90,11,60,balanced,premium,65.3,159.1,4.4,13.2,1.56,1.17,84.39,54.94,7,available,No,,Filtered out
O1879,D029,P038,R038,17,33,11,60,balanced,premium,27.66,81.9,4.6,13.2,1.56,1.17,61.56,32.55,7,available,No,,Filtered out
O1880,D030,P038,R038,33,64,11,60,premium,premium,22.36,53.3,4.7,13.2,1.56,1.17,73.66,30.41,7,available,No,,Filtered out
O1881,D031,P038,R038,81,33,11,60,economical,premium,75.03,165.6,4,13.2,1.56,1.17,62.46,49.86,7,available,No,,Filtered out
O1882,D032,P038,R038,4,47,11,60,balanced,premium,14.76,44.2,4.5,13.2,1.56,1.17,52.07,22.21,7,available,No,,Filtered out
O1883,D033,P038,R038,26,87,11,60,balanced,premium,30.89,75.8,4.3,13.2,1.56,1.17,63.88,32.17,7,unavailable,No,,Filtered out
O1884,D034,P038,R038,20,22,11,60,balanced,premium,39.05,92.4,4.6,13.2,1.56,1.17,70.38,37.29,7,available,No,,Filtered out
O1885,D035,P038,R038,89,13,11,60,economical,premium,91.07,229.3,4.2,13.2,1.56,1.17,87.03,69.87,7,available,No,,Filtered out
O1886,D036,P038,R038,84,24,11,60,premium,premium,81.39,174.1,4.7,13.2,1.56,1.17,135.05,72.99,7,available,No,,Filtered out
O1887,D037,P038,R038,42,3,11,60,economical,premium,64.88,176.2,4.7,13.2,1.56,1.17,68.14,53.33,7,available,No,,Filtered out
O1888,D038,P038,R038,55,77,11,60,premium,premium,47.17,111.4,4.8,13.2,1.56,1.17,93.4,47.9,7,available,No,,Filtered out
O1889,D039,P038,R038,92,94,11,60,economical,premium,87.85,281.3,4.1,13.2,1.56,1.17,83.47,79.25,7,available,No,,Filtered out
O1890,D040,P038,R038,38,64,11,60,balanced,premium,27.29,57.3,4.3,13.2,1.56,1.17,58.85,26.97,7,available,No,,Filtered out
O1891,D041,P038,R038,22,78,11,60,balanced,premium,21.1,47.3,4.6,13.2,1.56,1.17,54.29,23.45,7,available,No,,Filtered out
O1892,D042,P038,R038,56,56,11,60,economical,premium,45.18,123,4,13.2,1.56,1.17,56.48,39.54,7,available,No,,Filtered out
O1893,D043,P038,R038,11,96,11,60,economical,premium,36,106.3,4.6,13.2,1.56,1.17,48.79,33.6,7,available,No,,Filtered out
O1894,D044,P038,R038,58,53,11,60,balanced,premium,47.52,140,4.4,13.2,1.56,1.17,75.15,48.35,7,available,No,,Filtered out
O1895,D045,P038,R038,98,13,11,60,balanced,premium,98.88,232.4,4.5,13.2,1.56,1.17,99.14,73.97,7,available,No,,Filtered out
O1896,D046,P038,R038,59,85,11,60,economical,premium,54.12,132,4.5,13.2,1.56,1.17,61.86,42.71,7,available,No,,Filtered out
O1897,D047,P038,R038,70,57,11,60,premium,premium,59.08,126.7,5,13.2,1.56,1.17,107.52,55.1,7,available,No,,Filtered out
O1898,D048,P038,R038,30,35,11,60,balanced,premium,31.4,82.6,4.4,13.2,1.56,1.17,60.74,32.54,7,available,No,,Filtered out
O1899,D049,P038,R038,19,90,11,60,economical,premium,31.05,81.7,4.2,13.2,1.56,1.17,41.45,26.68,7,available,No,,Filtered out
O1900,D050,P038,R038,89,2,11,60,economical,premium,97.2,244.7,4.4,13.2,1.56,1.17,82.19,71.4,7,available,No,,Filtered out
O1901,D001,P039,R039,75,54,52,88,balanced,fast,41.05,101.3,4.4,6.2,1.11,1.1,46.18,79.71,7,available,No,,Filtered out
O1902,D002,P039,R039,57,75,52,88,economical,fast,13.93,42.8,4.4,6.2,1.11,1.1,21.07,33.73,7,available,No,,Filtered out
O1903,D003,P039,R039,13,11,52,88,premium,fast,86.31,155,4.9,6.2,1.11,1.1,94.28,126.87,7,available,No,,Filtered out
O1904,D004,P039,R039,70,37,52,88,economical,fast,54.08,163.2,4.4,6.2,1.11,1.1,48.26,123.45,7,available,No,,Filtered out
O1905,D005,P039,R039,29,12,52,88,balanced,fast,79.4,150.7,4.6,6.2,1.11,1.1,77.7,120.57,7,unavailable,No,,Filtered out
O1906,D006,P039,R039,9,77,52,88,economical,fast,44.38,109.5,4.3,6.2,1.11,1.1,39.72,84.16,7,available,No,,Filtered out
O1907,D007,P039,R039,41,98,52,88,economical,fast,14.87,36.1,4.1,6.2,1.11,1.1,22.89,29.44,7,available,No,,Filtered out
O1908,D008,P039,R039,27,83,52,88,economical,fast,25.5,65.7,4.2,6.2,1.11,1.1,27.15,51,7,available,No,,Filtered out
O1909,D009,P039,R039,54,74,52,88,economical,fast,14.14,36.9,4.3,6.2,1.11,1.1,22.1,29.82,7,available,No,,Filtered out
O1910,D010,P039,R039,87,54,52,88,economical,fast,48.8,112.1,4.1,6.2,1.11,1.1,36.03,85.27,7,available,No,,Filtered out
O1911,D011,P039,R039,14,87,52,88,economical,fast,38.01,84.6,4.7,6.2,1.11,1.1,37.21,66.19,7,available,No,,Filtered out
O1912,D012,P039,R039,33,64,52,88,balanced,fast,30.61,73.2,4.5,6.2,1.11,1.1,41.74,59.14,7,available,No,,Filtered out
O1913,D013,P039,R039,99,67,52,88,balanced,fast,51.48,100.9,4.6,6.2,1.11,1.1,50.24,80.22,7,available,No,,Filtered out
O1914,D014,P039,R039,72,10,52,88,balanced,fast,80.52,184.3,4.4,6.2,1.11,1.1,70.93,142.76,7,available,No,,Filtered out
O1915,D015,P039,R039,33,67,52,88,balanced,fast,28.32,59.4,4.8,6.2,1.11,1.1,36.78,48.46,7,available,No,,Filtered out
O1916,D016,P039,R039,47,56,52,88,balanced,fast,32.39,62.1,4.6,6.2,1.11,1.1,39.01,50.81,7,available,No,,Filtered out
O1917,D017,P039,R039,80,7,52,88,balanced,fast,85.7,236.7,4.3,6.2,1.11,1.1,70.93,179.45,7,available,No,,Filtered out
O1918,D018,P039,R039,73,73,52,88,economical,fast,25.81,57.8,4.2,6.2,1.11,1.1,25.1,45.06,7,available,No,,Filtered out
O1919,D019,P039,R039,93,6,52,88,economical,fast,91.68,264.1,4.3,6.2,1.11,1.1,61.42,196.72,7,available,No,,Filtered out
O1920,D020,P039,R039,57,17,52,88,balanced,fast,71.18,135.2,4.3,6.2,1.11,1.1,64.42,107.09,7,available,No,,Filtered out
O1921,D021,P039,R039,69,1,52,88,economical,fast,88.65,255.4,4.6,6.2,1.11,1.1,63.21,190.96,7,available,No,,Filtered out
O1922,D022,P039,R039,0,49,52,88,premium,fast,65,131,4.7,6.2,1.11,1.1,89.81,109.19,7,available,No,,Filtered out
O1923,D023,P039,R039,19,24,52,88,premium,fast,72.01,129.5,4.7,6.2,1.11,1.1,91.76,108.53,7,available,No,,Filtered out
O1924,D024,P039,R039,67,20,52,88,economical,fast,69.63,209.9,4.5,6.2,1.11,1.1,51.09,156.7,7,available,No,,Filtered out
O1925,D025,P039,R039,72,31,52,88,premium,fast,60.41,114.9,4.7,6.2,1.11,1.1,76.58,95.28,7,unavailable,No,,Filtered out
O1926,D026,P039,R039,40,30,52,88,balanced,fast,59.23,119.5,4.5,6.2,1.11,1.1,55.43,94.29,7,available,No,,Filtered out
O1927,D027,P039,R039,72,12,52,88,economical,fast,78.59,193.1,4.2,6.2,1.11,1.1,49.38,144.63,7,available,No,,Filtered out
O1928,D028,P039,R039,69,90,52,88,balanced,fast,17.12,40,4.4,6.2,1.11,1.1,29.35,33.43,7,available,No,,Filtered out
O1929,D029,P039,R039,17,33,52,88,balanced,fast,65.19,180.3,4.6,6.2,1.11,1.1,69.68,139.69,7,available,No,,Filtered out
O1930,D030,P039,R039,33,64,52,88,premium,fast,30.61,68.3,4.7,6.2,1.11,1.1,51.11,57.56,7,available,No,,Filtered out
O1931,D031,P039,R039,81,33,52,88,economical,fast,62.18,129.2,4,6.2,1.11,1.1,41.32,98.3,7,available,No,,Filtered out
O1932,D032,P039,R039,4,47,52,88,balanced,fast,63.13,174.6,4.5,6.2,1.11,1.1,64.83,134.74,7,available,No,,Filtered out
O1933,D033,P039,R039,26,87,52,88,balanced,fast,26.02,60.2,4.3,6.2,1.11,1.1,37.64,49.24,7,unavailable,No,,Filtered out
O1934,D034,P039,R039,20,22,52,88,balanced,fast,73.35,162.4,4.6,6.2,1.11,1.1,75.27,128.27,7,available,No,,Filtered out
O1935,D035,P039,R039,89,13,52,88,economical,fast,83.63,198.1,4.2,6.2,1.11,1.1,65.08,151.27,7,available,No,,Filtered out
O1936,D036,P039,R039,84,24,52,88,premium,fast,71.55,144.1,4.7,6.2,1.11,1.1,95.49,119.5,7,available,No,,Filtered out
O1937,D037,P039,R039,42,3,52,88,economical,fast,85.59,218.3,4.7,6.2,1.11,1.1,64.18,165.18,7,available,No,,Filtered out
O1938,D038,P039,R039,55,77,52,88,premium,fast,11.4,26.1,4.8,6.2,1.11,1.1,33.35,24.46,7,available,No,,Filtered out
O1939,D039,P039,R039,92,94,52,88,economical,fast,40.45,122.4,4.1,6.2,1.11,1.1,38.73,93.02,7,available,No,,Filtered out
O1940,D040,P039,R039,38,64,52,88,balanced,fast,27.78,54.9,4.3,6.2,1.11,1.1,37.41,45.48,7,available,No,,Filtered out
O1941,D041,P039,R039,22,78,52,88,balanced,fast,31.62,66.2,4.6,6.2,1.11,1.1,41.63,54.21,7,available,No,,Filtered out
O1942,D042,P039,R039,56,56,52,88,economical,fast,32.25,82.9,4,6.2,1.11,1.1,31.98,64.03,7,available,No,,Filtered out
O1943,D043,P039,R039,11,96,52,88,economical,fast,41.77,115.9,4.6,6.2,1.11,1.1,36.78,88.03,7,available,No,,Filtered out
O1944,D044,P039,R039,58,53,52,88,balanced,fast,35.51,98.7,4.4,6.2,1.11,1.1,43.2,77.29,7,available,No,,Filtered out
O1945,D045,P039,R039,98,13,52,88,balanced,fast,87.98,194.6,4.5,6.2,1.11,1.1,70.66,149.9,7,available,No,,Filtered out
O1946,D046,P039,R039,59,85,52,88,economical,fast,7.62,18.3,4.5,6.2,1.11,1.1,17.81,15.92,7,available,No,,Filtered out
O1947,D047,P039,R039,70,57,52,88,premium,fast,35.85,72.7,5,6.2,1.11,1.1,57.14,61.82,7,available,No,,Filtered out
O1948,D048,P039,R039,30,35,52,88,balanced,fast,57.38,141.3,4.4,6.2,1.11,1.1,60.19,110.51,7,available,No,,Filtered out
O1949,D049,P039,R039,19,90,52,88,economical,fast,33.06,81.8,4.2,6.2,1.11,1.1,27.74,62.39,7,available,No,,Filtered out
O1950,D050,P039,R039,89,2,52,88,economical,fast,93.62,221.7,4.4,6.2,1.11,1.1,63.02,167.35,7,available,No,,Filtered out
O1951,D001,P040,R040,75,54,41,14,balanced,cheap,52.5,142.2,4.4,13.6,1.01,1.21,64.57,73.2,15,available,No,,Filtered out
O1952,D002,P040,R040,57,75,41,14,economical,cheap,63.06,209.1,4.4,13.6,1.01,1.21,58.49,82.32,15,available,No,,Filtered out
O1953,D003,P040,R040,13,11,41,14,premium,cheap,28.16,56.3,4.9,13.6,1.01,1.21,59.15,52.18,15,available,No,,Filtered out
O1954,D004,P040,R040,70,37,41,14,economical,cheap,37.01,123.1,4.4,13.6,1.01,1.21,45.42,55.97,15,available,No,,Filtered out
O1955,D005,P040,R040,29,12,41,14,balanced,cheap,12.17,26.2,4.6,13.6,1.01,1.21,38.25,31.56,15,unavailable,No,,Filtered out
O1956,D006,P040,R040,9,77,41,14,economical,cheap,70.66,191,4.3,13.6,1.01,1.21,63.59,82.28,15,available,No,,Filtered out
O1957,D007,P040,R040,41,98,41,14,economical,cheap,84,218.8,4.1,13.6,1.01,1.21,72.45,94.07,15,available,No,,Filtered out
O1958,D008,P040,R040,27,83,41,14,economical,cheap,70.41,197.6,4.2,13.6,1.01,1.21,61.07,81.85,15,available,No,,Filtered out
O1959,D009,P040,R040,54,74,41,14,economical,cheap,61.39,172.4,4.3,13.6,1.01,1.21,57.06,73.99,15,available,No,,Filtered out
O1960,D010,P040,R040,87,54,41,14,economical,cheap,60.96,153.6,4.1,13.6,1.01,1.21,49.01,64.62,15,available,No,,Filtered out
O1961,D011,P040,R040,14,87,41,14,economical,cheap,77.83,189.3,4.7,13.6,1.01,1.21,70.85,86.99,15,available,No,,Filtered out
O1962,D012,P040,R040,33,64,41,14,balanced,cheap,50.64,132.3,4.5,13.6,1.01,1.21,68.12,73.69,15,available,No,,Filtered out
O1963,D013,P040,R040,99,67,41,14,balanced,cheap,78.57,168.8,4.6,13.6,1.01,1.21,78.4,88.18,15,available,No,,Filtered out
O1964,D014,P040,R040,72,10,41,14,balanced,cheap,31.26,79.3,4.4,13.6,1.01,1.21,49.73,50.23,15,available,No,,Filtered out
O1965,D015,P040,R040,33,67,41,14,balanced,cheap,53.6,122.6,4.8,13.6,1.01,1.21,64.35,69.09,15,available,No,,Filtered out
O1966,D016,P040,R040,47,56,41,14,balanced,cheap,42.43,89,4.6,13.6,1.01,1.21,56.87,57.15,15,available,No,,Filtered out
O1967,D017,P040,R040,80,7,41,14,balanced,cheap,39.62,120.9,4.3,13.6,1.01,1.21,51.52,59.81,15,available,No,,Filtered out
O1968,D018,P040,R040,73,73,41,14,economical,cheap,67.12,163.4,4.2,13.6,1.01,1.21,53.71,69.86,15,available,No,,Filtered out
O1969,D019,P040,R040,93,6,41,14,economical,cheap,52.61,167.1,4.3,13.6,1.01,1.21,48.67,67.06,15,available,No,,Filtered out
O1970,D020,P040,R040,57,17,41,14,balanced,cheap,16.28,34.8,4.3,13.6,1.01,1.21,40.11,34.61,15,available,No,,Filtered out
O1971,D021,P040,R040,69,1,41,14,economical,cheap,30.87,98.4,4.6,13.6,1.01,1.21,39.56,46.91,15,available,No,,Filtered out
O1972,D022,P040,R040,0,49,41,14,premium,cheap,53.91,119.6,4.7,13.6,1.01,1.21,94.02,89.26,15,available,No,,Filtered out
O1973,D023,P040,R040,19,24,41,14,premium,cheap,24.17,48.4,4.7,13.6,1.01,1.21,63.65,53.77,15,available,No,,Filtered out
O1974,D024,P040,R040,67,20,41,14,economical,cheap,26.68,89,4.5,13.6,1.01,1.21,33.88,41.07,15,available,No,,Filtered out
O1975,D025,P040,R040,72,31,41,14,premium,cheap,35.36,74.3,4.7,13.6,1.01,1.21,69.62,63.12,15,unavailable,No,,Filtered out
O1976,D026,P040,R040,40,30,41,14,balanced,cheap,16.03,36.3,4.5,13.6,1.01,1.21,37.57,33.11,15,available,No,,Filtered out
O1977,D027,P040,R040,72,12,41,14,economical,cheap,31.06,84.5,4.2,13.6,1.01,1.21,36.77,42.22,15,available,No,,Filtered out
O1978,D028,P040,R040,69,90,41,14,balanced,cheap,80.99,203.8,4.4,13.6,1.01,1.21,83.53,98.79,15,available,No,,Filtered out
O1979,D029,P040,R040,17,33,41,14,balanced,cheap,30.61,93.6,4.6,13.6,1.01,1.21,53.13,55.45,15,available,No,,Filtered out
O1980,D030,P040,R040,33,64,41,14,premium,cheap,50.64,123.5,4.7,13.6,1.01,1.21,82.67,82.1,15,available,No,,Filtered out
O1981,D031,P040,R040,81,33,41,14,economical,cheap,44.28,101.5,4,13.6,1.01,1.21,40.94,48.56,15,available,No,,Filtered out
O1982,D032,P040,R040,4,47,41,14,balanced,cheap,49.58,151,4.5,13.6,1.01,1.21,66.32,76.17,15,available,No,,Filtered out
O1983,D033,P040,R040,26,87,41,14,balanced,cheap,74.53,187.6,4.3,13.6,1.01,1.21,86.24,97.46,15,unavailable,No,,Filtered out
O1984,D034,P040,R040,20,22,41,14,balanced,cheap,22.47,55.4,4.6,13.6,1.01,1.21,46.17,42.94,15,available,No,,Filtered out
O1985,D035,P040,R040,89,13,41,14,economical,cheap,48.01,125.5,4.2,13.6,1.01,1.21,52.06,61.12,15,available,No,,Filtered out
O1986,D036,P040,R040,84,24,41,14,premium,cheap,44.15,98.1,4.7,13.6,1.01,1.21,83.92,77.89,15,available,No,,Filtered out
O1987,D037,P040,R040,42,3,41,14,economical,cheap,11.05,31.9,4.7,13.6,1.01,1.21,28.29,25.71,15,available,No,,Filtered out
O1988,D038,P040,R040,55,77,41,14,premium,cheap,64.54,157.2,4.8,13.6,1.01,1.21,94.04,96.79,15,available,No,,Filtered out
O1989,D039,P040,R040,92,94,41,14,economical,cheap,94.87,314.1,4.1,13.6,1.01,1.21,80.76,118.94,15,available,No,,Filtered out
O1990,D040,P040,R040,38,64,41,14,balanced,cheap,50.09,108,4.3,13.6,1.01,1.21,64.6,66.39,15,available,No,,Filtered out
O1991,D041,P040,R040,22,78,41,14,balanced,cheap,66.76,152.5,4.6,13.6,1.01,1.21,79.88,85.96,15,available,No,,Filtered out
O1992,D042,P040,R040,56,56,41,14,economical,cheap,44.6,125.5,4,13.6,1.01,1.21,47.58,58.01,15,available,No,,Filtered out
O1993,D043,P040,R040,11,96,41,14,economical,cheap,87.32,265.1,4.6,13.6,1.01,1.21,70.88,102.18,15,available,No,,Filtered out
O1994,D044,P040,R040,58,53,41,14,balanced,cheap,42.54,129.7,4.4,13.6,1.01,1.21,59.91,67.44,15,available,No,,Filtered out
O1995,D045,P040,R040,98,13,41,14,balanced,cheap,57.01,139,4.5,13.6,1.01,1.21,63.04,71.48,15,available,No,,Filtered out
O1996,D046,P040,R040,59,85,41,14,economical,cheap,73.25,184.4,4.5,13.6,1.01,1.21,66.11,82.71,15,available,No,,Filtered out
O1997,D047,P040,R040,70,57,41,14,premium,cheap,51.87,115.1,5,13.6,1.01,1.21,86.3,82.93,15,available,No,,Filtered out
O1998,D048,P040,R040,30,35,41,14,balanced,cheap,23.71,64.8,4.4,13.6,1.01,1.21,44.75,43.85,15,available,No,,Filtered out
O1999,D049,P040,R040,19,90,41,14,economical,cheap,79.12,213.7,4.2,13.6,1.01,1.21,57.19,82.35,15,available,No,,Filtered out
O2000,D050,P040,R040,89,2,41,14,economical,cheap,49.48,129.3,4.4,13.6,1.01,1.21,48.26,59.2,15,available,No,,Filtered out
O2001,D001,P041,R041,75,54,6,24,balanced,premium,75.24,169.9,4.4,22.3,1.03,1.01,94.83,60.23,6,available,No,,Filtered out
O2002,D002,P041,R041,57,75,6,24,economical,premium,72.12,199.7,4.4,22.3,1.03,1.01,75.19,60.3,6,available,No,,Filtered out
O2003,D003,P041,R041,13,11,6,24,premium,premium,14.76,25.2,4.9,22.3,1.03,1.01,66.36,22.5,6,available,No,,Filtered out
O2004,D004,P041,R041,70,37,6,24,economical,premium,65.31,180.9,4.4,22.3,1.03,1.01,74.43,56.31,6,available,No,,Filtered out
O2005,D005,P041,R041,29,12,6,24,balanced,premium,25.94,45.9,4.6,22.3,1.03,1.01,63.35,25.89,6,unavailable,No,,Filtered out
O2006,D006,P041,R041,9,77,6,24,economical,premium,53.08,120.1,4.3,22.3,1.03,1.01,64.48,41.21,6,available,No,,Filtered out
O2007,D007,P041,R041,41,98,6,24,economical,premium,81.86,178.2,4.1,22.3,1.03,1.01,83.01,58.49,6,available,No,,Filtered out
O2008,D008,P041,R041,27,83,6,24,economical,premium,62.63,147,4.2,22.3,1.03,1.01,68.53,47.86,6,available,No,,Filtered out
O2009,D009,P041,R041,54,74,6,24,economical,premium,69.31,162.5,4.3,22.3,1.03,1.01,72.95,52.24,6,available,No,,Filtered out
O2010,D010,P041,R041,87,54,6,24,economical,premium,86.38,181.5,4.1,22.3,1.03,1.01,70.75,55.48,6,available,No,,Filtered out
O2011,D011,P041,R041,14,87,6,24,economical,premium,63.51,129.3,4.7,22.3,1.03,1.01,72.67,45.31,6,available,No,,Filtered out
O2012,D012,P041,R041,33,64,6,24,balanced,premium,48.26,105.4,4.5,22.3,1.03,1.01,80.46,42.97,6,available,No,,Filtered out
O2013,D013,P041,R041,99,67,6,24,balanced,premium,102.46,183.6,4.6,22.3,1.03,1.01,107.88,66.78,6,available,No,,Filtered out
O2014,D014,P041,R041,72,10,6,24,balanced,premium,67.47,142,4.4,22.3,1.03,1.01,88.86,52.86,6,available,No,,Filtered out
O2015,D015,P041,R041,33,67,6,24,balanced,premium,50.77,97.1,4.8,22.3,1.03,1.01,75.66,39.72,6,available,No,,Filtered out
O2016,D016,P041,R041,47,56,6,24,balanced,premium,52.01,91.1,4.6,22.3,1.03,1.01,78.25,39.4,6,available,No,,Filtered out
O2017,D017,P041,R041,80,7,6,24,balanced,premium,75.93,192.7,4.3,22.3,1.03,1.01,88.33,62.89,6,available,No,,Filtered out
O2018,D018,P041,R041,73,73,6,24,economical,premium,83.01,168.7,4.2,22.3,1.03,1.01,72.76,53.47,6,available,No,,Filtered out
O2019,D019,P041,R041,93,6,6,24,economical,premium,88.84,235.1,4.3,22.3,1.03,1.01,78.58,68.44,6,available,No,,Filtered out
O2020,D020,P041,R041,57,17,6,24,balanced,premium,51.48,90.1,4.3,22.3,1.03,1.01,78.32,39.37,6,available,No,,Filtered out
O2021,D021,P041,R041,69,1,6,24,economical,premium,67.07,177.7,4.6,22.3,1.03,1.01,71.56,54.71,6,available,No,,Filtered out
